Date/Time,GF_LIVING_ROOM:Zone Mean Air Temperature [C](Hourly),GF_KITCHEN:Zone Mean Air Temperature [C](Hourly),UF_BEDROOM:Zone Mean Air Temperature [C](Hourly),UF_BATHROOM:Zone Mean Air Temperature [C](Hourly),UF_STORAGE_ROOM:Zone Mean Air Temperature [C](Hourly),BUFFERTANK:Water Heater Tank Temperature [C](Hourly),DHW_TANK:Water Heater Tank Temperature [C](Hourly) 
 01/04  06:00:00,19.183040624724512,18.09463953676309,16.746257938608487,17.52420799206588,17.52182337919506,59.15075673156824,50.36121135266226 
 01/04  07:00:00,19.21162345689626,18.12075253181958,16.854309668859237,17.56984312796698,17.567878901471204,58.96939065754494,50.41263312319164 
 01/04  08:00:00,19.257275881766006,18.173159969531497,16.88091471382813,17.634257287772243,17.597017224054927,58.8277765752139,50.51383105973764 
 01/04  09:00:00,19.193535017179983,18.027028203714448,16.592786952185435,17.529423203764505,17.440153816837732,59.15682207171586,50.78880457463376 
 01/04  10:00:00,19.270024883493022,18.032145647033747,16.59652058417604,17.55292838748628,17.44172516785563,58.94413851080266,50.270678762689606 
 01/04  11:00:00,19.380660392869896,18.150522231206097,16.668628321890942,17.681214620772366,17.498248421297745,58.89967951487671,50.69847514062724 
 01/04  12:00:00,19.387528720924635,18.186664698133825,16.683373731612058,17.70394934819476,17.499791072440445,59.110869998780615,50.27642899363112 
 01/04  13:00:00,19.43867470369311,18.24677854362683,16.733950486763522,17.74745665849144,17.53482163023206,58.937353247654364,50.69287980650146 
 01/04  14:00:00,19.4477750060778,18.30349072432033,16.768006925247533,17.791047198930432,17.566353955421558,58.84365462257883,50.28169299346877 
 01/04  15:00:00,19.42182990073133,18.292260195263076,16.770713035353594,17.767235118743173,17.56686129855051,59.14482318170375,50.687676453931054 
 01/04  16:00:00,19.462980122239067,18.339429977094653,16.816787622608754,17.81267043011923,17.612124257588352,59.01763113274623,50.28684195144115 
 01/04  17:00:00,19.495482460971278,18.395074030608125,16.86015375701439,17.872616939528513,17.657538404852673,58.9029508507101,50.68260867976278 
 01/04  18:00:00,19.608946760564542,18.810945648856226,17.447561401430463,18.15781501178948,18.05572331542748,58.96204305802516,50.28960700786811 
 01/04  19:00:00,19.637841750381895,18.930305100750655,17.545113058858757,18.24769215939091,18.12073747108053,59.0146099445457,50.40937927190605 
 01/04  20:00:00,19.647013002738284,19.03087750795702,17.611689600206965,18.301078722038405,18.182258287276937,59.04784982340689,50.76094437510215 
 01/04  21:00:00,19.637241013339185,19.079706796151385,17.64987407649965,18.30398940829004,18.21552951116705,59.01509487702957,50.32212720680372 
 01/04  22:00:00,19.673240577949045,19.16675014176483,17.7095110514597,18.35859042790391,18.273779257712317,58.988207389869,50.613930885526806 
 01/04  23:00:00,19.677553010650335,19.234927979220263,17.7444429509679,18.390528983072116,18.307885273628305,58.88499893096632,50.58743208377135 
 01/04  24:00:00,19.610318347176037,19.087391401145968,17.509976839741512,18.254197127648396,18.15739707772477,58.8936550147163,50.43433248614743 
 01/05  01:00:00,19.60900352376833,19.002060250808697,17.382732721336208,18.19997116469048,18.08031299727821,58.93861117154398,50.370124009447395 
 01/05  02:00:00,19.62286450391506,18.989328421135568,17.37118586492252,18.213266852210175,18.07678116505091,58.95175408509981,50.41378000413382 
 01/05  03:00:00,19.58996834764679,18.943527623885196,17.34627731918704,18.184818946425295,18.0538293043464,58.980900016005094,50.57687161716136 
 01/05  04:00:00,19.597291127359917,18.923911840125356,17.351640875680573,18.185493604454482,18.05731891673788,58.982496303394775,50.59221125327015 
 01/05  05:00:00,19.58531120406547,18.914569663795437,17.35295501347128,18.191540774204416,18.058021496837306,58.988955276976,50.55981024874366 
 01/05  06:00:00,19.564789435876158,18.88093805048357,17.34809664533976,18.168029163155413,18.048676193798375,58.98850203872029,50.52767669341034 
 01/05  07:00:00,19.587987393410742,18.95002571294496,17.466707745909932,18.228702442277378,18.125872015196045,58.99119058861009,50.30809691453659 
 01/05  08:00:00,19.59330231178695,18.982884885101736,17.501568175361793,18.255034082738486,18.152162879354485,59.03844585773534,50.662754815558074 
 01/05  09:00:00,19.55234325084492,18.859733788524995,17.298850267915157,18.15926868718833,18.02616632189215,58.9542653400406,50.444682274007285 
 01/05  10:00:00,19.610860920331824,18.8742925995147,17.31363985771587,18.19500614655802,18.041988011581218,58.95729339103864,50.63177223228867 
 01/05  11:00:00,19.65366060949578,18.932828203761737,17.347969696734346,18.25800366090106,18.07148295763767,58.98317008589723,50.3381180749517 
 01/05  12:00:00,19.673589222403592,18.969039567471008,17.377716316201145,18.28279048592551,18.089248508206786,59.0006470979506,50.63243240172585 
 01/05  13:00:00,19.73581460315934,19.06452086439486,17.450036465656773,18.358284069090832,18.14631142098683,59.03398616502308,50.33738245376218 
 01/05  14:00:00,19.800367512747364,19.17991433376367,17.542227611912175,18.455376028145754,18.22266219620672,59.06975889686789,50.63361447026602 
 01/05  15:00:00,19.796521682409896,19.235945316233817,17.606201694090185,18.482458701920677,18.264073873554956,59.031655541601474,50.33464433948657 
 01/05  16:00:00,19.786779539123323,19.257988929464645,17.643955226124863,18.486282068191258,18.309891668541702,58.952247779583914,50.63667312436165 
 01/05  17:00:00,19.763455341760455,19.265371801973565,17.662624635156693,18.492528077422893,18.356949870298898,58.841491629330164,50.33103045449447 
 01/05  18:00:00,19.82961025164078,19.594451163781827,18.20324925530902,18.81523029489972,18.75267676932618,59.035646986704435,50.640852213058764 
 01/05  19:00:00,19.796890791196066,19.63715992110589,18.245936906223637,18.764445649227685,18.785162460294234,59.03357511459751,50.33220380713166 
 01/05  20:00:00,19.752800734191453,19.6246353550666,18.255383074751705,18.716820001407772,18.794872657646167,58.851162233904105,50.590433116593594 
 01/05  21:00:00,19.767964299677583,19.652885300640172,18.28794120206181,18.73330277205303,18.825202162728626,59.17450675095874,50.59224740563856 
 01/05  22:00:00,19.78964380088912,19.71249199680084,18.31654817497132,18.793165724298674,18.862293789109508,58.72955710901906,50.39348576679407 
 01/05  23:00:00,19.771513617068727,19.703853468685864,18.304487249111776,18.78060863946426,18.853146895014465,59.24834595969896,50.776357776555315 
 01/05  24:00:00,19.694601617073932,19.512071522259568,18.034617339496364,18.637178875110145,18.675393947031946,58.66178721407963,50.38725561004928 
 01/06  01:00:00,19.648134444802455,19.35118479387425,17.85068461645517,18.536020078089635,18.547655360968093,59.16739755410769,50.57973916369551 
 01/06  02:00:00,19.62259709228582,19.25146267148006,17.78576787752826,18.484131444845218,18.488917757302517,59.08654587877871,50.549028344089926 
 01/06  03:00:00,19.599119526781994,19.17747288661088,17.742569314160107,18.4554892674133,18.448645197246897,58.98148048467682,50.5184592814687 
 01/06  04:00:00,19.59101626660892,19.12066009680731,17.71696016667387,18.440353750994888,18.42299787963798,58.91603652718452,50.48845451283805 
